id	batch	species	cell_line
5574	PL1	human	HeLa
5575	PL1	human	HeLa
5576	PL1	human	HAP1
5577	PL1	human	HeLa
5579	PL1	human	HeLa
5580	PL1	human	HAP1
5581	PL1	human	HeLa
5582	PL1	human	HAP1
5588	PL1	human	HeLa
5589	PL1	human	HeLa
5591	PL1	human	HeLa
5592	PL1	human	HAP1
5596	PL1	human	HeLa
5597	PL1	human	HeLa
5603	PL1	human	HeLa
5604	PL1	human	HAP1
5605	PL1	human	HeLa
5606	PL1	human	HeLa
5609	PL1	human	HAP1
5610	PL1	human	HAP1
5611	PL1	human	HAP1
5612	PL1	human	HeLa
5613	PL1	human	HAP1
5617	PL1	human	HeLa
5620	PL1	human	HAP1
5621	PL1	human	HeLa
5624	PL1	human	HAP1
5626	PL1	human	HAP1
5627	PL1	human	HeLa
5628	PL1	human	HAP1
5630	PL1	human	HAP1
5632	PL1	human	HAP1
5634	PL1	human	HAP1
5636	PL1	human	HeLa
5638	PL1	human	HAP1
5639	PL1	human	HeLa
5640	PL1	human	HeLa
5641	PL1	human	HeLa
5643	PL1	human	HeLa
5644	PL1	human	HAP1
5646	PL1	human	HeLa
5649	PL1	human	HAP1
5651	PL1	human	HAP1
5654	PL1	human	HAP1
5656	PL1	human	HAP1
5657	PL1	human	HeLa
5661	PL1	human	HeLa
5663	PL1	human	HeLa
5664	PL1	human	HeLa
5672	PL1	human	HAP1
5673	PL1	human	HeLa
5674	PL1	human	HeLa
5675	PL1	human	HeLa
5676	PL1	human	HeLa
5679	PL1	human	HeLa
5685	PL1	human	HAP1
5686	PL1	human	HAP1
5687	PL1	human	HAP1
5688	PL1	human	HAP1
5694	PL1	human	HAP1
5695	PL1	human	HeLa
5697	PL1	human	HAP1
5699	PL1	human	HAP1
5702	PL1	human	HAP1
5706	PL1	human	HeLa
5707	PL1	human	HeLa
5709	PL1	human	HeLa
5713	PL1	human	HeLa
5714	PL1	human	HeLa
5716	PL1	human	HAP1
5719	PL1	human	HeLa
5720	PL1	human	HeLa
5722	PL1	human	HeLa
5723	PL1	human	HeLa
5724	PL1	human	HAP1
5725	PL1	human	HAP1
5726	PL1	human	HeLa
5729	PL1	human	HeLa
5734	PL1	human	HeLa
5736	PL1	human	HAP1
5737	PL1	human	HAP1
5740	PL1	human	HeLa
5742	PL1	human	HeLa
5743	PL1	human	HeLa
5744	PL1	human	HAP1
5745	PL1	human	HAP1
5747	PL1	human	HeLa
5749	PL1	human	HAP1
5754	PL1	human	HeLa
5757	PL1	human	HAP1
5759	PL1	human	HAP1
5763	PL1	human	HAP1
5764	PL1	human	HeLa
5765	PL1	human	HeLa
5768	PL1	human	HAP1
5769	PL1	human	HeLa
5772	PL1	human	HeLa
5774	PL1	human	HeLa
5778	PL1	human	HAP1
5779	PL1	human	HeLa
5780	PL1	human	HAP1
5781	PL1	human	HAP1
5784	PL1	human	HeLa
5785	PL1	human	HAP1
5786	PL1	human	HeLa
5788	PL1	human	HAP1
5792	PL1	human	HeLa
5793	PL1	human	HeLa
5795	PL1	human	HeLa
5797	PL1	human	HeLa
5798	PL1	human	HeLa
5799	PL1	human	HAP1
5801	PL1	human	HAP1
5802	PL1	human	HAP1
5805	PL1	human	HAP1
5809	PL1	human	HeLa
5810	PL1	human	HeLa
5811	PL1	human	HAP1
5812	PL1	human	HeLa
5813	PL1	human	HAP1
5814	PL1	human	HeLa
5816	PL1	human	HeLa
5818	PL1	human	HAP1
5819	PL1	human	HAP1
5820	PL1	human	HeLa
5821	PL1	human	HeLa
5822	PL1	human	HeLa
5823	PL1	human	HeLa
5828	PL1	human	HeLa
5832	PL1	human	HeLa
5836	PL1	human	HAP1
5840	PL1	human	HeLa
5841	PL1	human	HAP1
5842	PL1	human	HAP1
5843	PL1	human	HAP1
5844	PL1	human	HAP1
5845	PL1	human	HAP1
5846	PL1	human	HeLa
5847	PL1	human	HAP1
5853	PL1	human	HAP1
5854	PL1	human	HeLa
5859	PL1	human	HeLa
5863	PL1	human	HeLa
5864	PL1	human	HAP1
5866	PL1	human	HAP1
5870	PL1	human	HeLa
5873	PL1	human	HeLa
5879	PL1	human	HeLa
5880	PL1	human	HeLa
5881	PL1	human	HeLa
5882	PL1	human	HeLa
5888	PL1	human	HeLa
5889	PL1	human	HeLa
5891	PL1	human	HeLa
5893	PL1	human	HeLa
5894	PL1	human	HAP1
5898	PL1	human	HeLa
5899	PL1	human	HeLa
5900	PL1	human	HAP1
5901	PL1	human	HAP1
5902	PL1	human	HeLa
5906	PL1	human	HeLa
5907	PL1	human	HeLa
5910	PL1	human	HAP1
5911	PL1	human	HAP1
5915	PL1	human	HeLa
5918	PL1	human	HeLa
5919	PL1	human	HeLa
5920	PL1	human	HeLa
5923	PL1	human	HAP1
5924	PL1	human	HAP1
5930	PL1	human	HeLa
5932	PL1	human	HAP1
5936	PL1	human	HeLa
5938	PL1	human	HeLa
5941	PL1	human	HeLa
5944	PL1	human	HAP1
5946	PL1	human	HeLa
5950	PL1	human	HeLa
5952	PL1	human	HAP1
5953	PL1	human	HeLa
5956	PL1	human	HAP1
5962	PL1	human	HAP1
5963	PL1	human	HeLa
5964	PL1	human	HeLa
5965	PL1	human	HeLa
5968	PL1	human	HeLa
5971	PL1	human	HAP1
5975	PL1	human	HeLa
5976	PL1	human	HeLa
5977	PL1	human	HeLa
5980	PL1	human	HAP1
5981	PL1	human	HAP1
5983	PL1	human	HeLa
5984	PL1	human	HeLa
5986	PL1	human	HeLa
5987	PL1	human	HeLa
5988	PL1	human	HeLa
5992	PL1	human	HeLa
6002	PL1	human	HeLa
6010	PL1	human	HAP1
6015	PL1	human	HAP1
6019	PL1	human	HAP1
6020	PL1	human	HeLa
6023	PL1	human	HeLa
6024	PL1	human	HAP1
6025	PL1	human	HAP1
6026	PL1	human	HAP1
6029	PL1	human	HeLa
6032	PL1	human	HAP1
6033	PL1	human	HeLa
6036	PL1	human	HeLa
6037	PL1	human	HeLa
6038	PL1	human	HeLa
6039	PL1	human	HeLa
6043	PL1	human	HeLa
6044	PL1	human	HeLa
6047	PL1	human	HeLa
6049	PL1	human	HAP1
6052	PL1	human	HeLa
6053	PL1	human	HAP1
6054	PL1	human	HeLa
6056	PL1	human	HAP1
6058	PL1	human	HAP1
6059	PL1	human	HeLa
6060	PL1	human	HAP1
6061	PL1	human	HeLa
6062	PL1	human	HeLa
6064	PL1	human	HeLa
6065	PL1	human	HeLa
6066	PL1	human	HAP1
6067	PL1	human	HAP1
6068	PL1	human	HeLa
6070	PL1	human	HeLa
6071	PL1	human	HeLa
6073	PL1	human	HAP1
6074	PL1	human	HAP1
6075	PL1	human	HeLa
6076	PL1	human	HeLa
6078	PL1	human	HeLa
6080	PL1	human	HAP1
6082	PL1	human	HAP1
6087	PL1	human	HAP1
6088	PL1	human	HeLa
6093	PL1	human	HeLa
6094	PL1	human	HeLa
6097	PL1	human	HAP1
6098	PL1	human	HeLa
6099	PL1	human	HAP1
6101	PL1	human	HAP1
6102	PL1	human	HAP1
6103	PL1	human	HAP1
6104	PL1	human	HAP1
6110	PL1	human	HAP1
6112	PL1	human	HeLa
6113	PL1	human	HeLa
6114	PL1	human	HAP1
6115	PL1	human	HeLa
6118	PL1	human	HAP1
6119	PL1	human	HAP1
6120	PL1	human	HeLa
6121	PL1	human	HeLa
6125	PL2	human	HAP1
6129	PL2	human	HeLa
6134	PL2	human	HAP1
6135	PL2	human	HAP1
6136	PL2	human	HeLa
6137	PL2	human	HeLa
6138	PL2	human	HeLa
6140	PL2	human	HeLa
6144	PL2	human	HAP1
6147	PL2	human	HAP1
6148	PL2	human	HAP1
6149	PL2	human	HAP1
6151	PL2	human	HeLa
6154	PL2	human	HAP1
6155	PL2	human	HeLa
6157	PL2	human	HeLa
6159	PL2	human	HeLa
6160	PL2	human	HeLa
6161	PL2	human	HeLa
6164	PL2	human	HeLa
6165	PL2	human	HeLa
6167	PL2	human	HeLa
6169	PL2	human	HAP1
6170	PL2	human	HeLa
6172	PL2	human	HeLa
6173	PL2	human	HeLa
6174	PL2	human	HeLa
6176	PL2	human	HAP1
6177	PL2	human	HAP1
6179	PL2	human	HeLa
6180	PL2	human	HeLa
6183	PL2	human	HAP1
6185	PL2	human	HeLa
6186	PL2	human	HeLa
6190	PL2	human	HeLa
6193	PL2	human	HAP1
6194	PL2	human	HAP1
6197	PL2	human	HAP1
6199	PL2	human	HeLa
6200	PL2	human	HAP1
6201	PL2	human	HeLa
6202	PL2	human	HeLa
6206	PL2	human	HeLa
6207	PL2	human	HeLa
6209	PL2	human	HeLa
6212	PL2	human	HAP1
6213	PL2	human	HAP1
6214	PL2	human	HAP1
6215	PL2	human	HAP1
6218	PL2	human	HeLa
6219	PL2	human	HAP1
6220	PL2	human	HeLa
6228	PL2	human	HeLa
6229	PL2	human	HeLa
6230	PL2	human	HAP1
6231	PL2	human	HeLa
6233	PL2	human	HAP1
6236	PL2	human	HAP1
6240	PL2	human	HeLa
6241	PL2	human	HeLa
6243	PL2	human	HAP1
6244	PL2	human	HeLa
6245	PL2	human	HAP1
6255	PL2	human	HAP1
6256	PL2	human	HAP1
6257	PL2	human	HeLa
6258	PL2	human	HeLa
6260	PL2	human	HAP1
6263	PL2	human	HAP1
6269	PL2	human	HeLa
6271	PL2	human	HeLa
6272	PL2	human	HeLa
6273	PL2	human	HAP1
6274	PL2	human	HAP1
6275	PL2	human	HeLa
6276	PL2	human	HAP1
6279	PL2	human	HAP1
6281	PL2	human	HeLa
6284	PL2	human	HAP1
6285	PL2	human	HeLa
6288	PL2	human	HeLa
6289	PL2	human	HeLa
6291	PL2	human	HeLa
6292	PL2	human	HAP1
6295	PL2	human	HeLa
6296	PL2	human	HAP1
6297	PL2	human	HeLa
6298	PL2	human	HAP1
6301	PL2	human	HAP1
6303	PL2	human	HeLa
6304	PL2	human	HAP1
6310	PL2	human	HeLa
6315	PL2	human	HeLa
6322	PL2	human	HAP1
6323	PL2	human	HAP1
6325	PL2	human	HeLa
6327	PL2	human	HAP1
6330	PL2	human	HAP1
6338	PL2	human	HeLa
6339	PL2	human	HAP1
6340	PL2	human	HeLa
6341	PL2	human	HAP1
6343	PL2	human	HAP1
6344	PL2	human	HeLa
6348	PL2	human	HAP1
6352	PL2	human	HeLa
6357	PL2	human	HeLa
6362	PL2	human	HeLa
6363	PL2	human	HeLa
6364	PL2	human	HAP1
6365	PL2	human	HAP1
6367	PL2	human	HeLa
6368	PL2	human	HAP1
6369	PL2	human	HAP1
6370	PL2	human	HeLa
6371	PL2	human	HAP1
6372	PL2	human	HeLa
6373	PL2	human	HeLa
6374	PL2	human	HAP1
6376	PL2	human	HAP1
6377	PL2	human	HAP1
6378	PL2	human	HeLa
6379	PL2	human	HeLa
6380	PL2	human	HeLa
6382	PL2	human	HeLa
6383	PL2	human	HAP1
6388	PL2	human	HAP1
6390	PL2	human	HAP1
6391	PL2	human	HAP1
6395	PL2	human	HeLa
6396	PL2	human	HeLa
6398	PL2	human	HeLa
6401	PL2	human	HeLa
6403	PL2	human	HAP1
6411	PL2	human	HeLa
6413	PL2	human	HeLa
6414	PL2	human	HeLa
6415	PL2	human	HAP1
6417	PL2	human	HAP1
6418	PL2	human	HeLa
6419	PL2	human	HeLa
6421	PL2	human	HAP1
6423	PL2	human	HAP1
6424	PL2	human	HAP1
6425	PL2	human	HeLa
6430	PL2	human	HAP1
6432	PL2	human	HeLa
6435	PL2	human	HeLa
6436	PL2	human	HAP1
6437	PL2	human	HeLa
6438	PL2	human	HeLa
6439	PL2	human	HAP1
6443	PL2	human	HAP1
6444	PL2	human	HeLa
6445	PL2	human	HeLa
6447	PL2	human	HeLa
6449	PL2	human	HAP1
6450	PL2	human	HAP1
6451	PL2	human	HeLa
6452	PL2	human	HAP1
6454	PL2	human	HeLa
6457	PL2	human	HeLa
6458	PL2	human	HAP1
6461	PL2	human	HAP1
6465	PL2	human	HeLa
6466	PL2	human	HAP1
6467	PL2	human	HAP1
6468	PL2	human	HeLa
6471	PL2	human	HeLa
6472	PL2	human	HeLa
6473	PL2	human	HAP1
6475	PL2	human	HeLa
6478	PL2	human	HeLa
6482	PL2	human	HAP1
6484	PL2	human	HeLa
6485	PL2	human	HAP1
6486	PL2	human	HAP1
6487	PL2	human	HAP1
6488	PL2	human	HeLa
6492	PL2	human	HeLa
6493	PL2	human	HeLa
6494	PL2	human	HAP1
6495	PL2	human	HeLa
6496	PL2	human	HAP1
6499	PL2	human	HeLa
6501	PL2	human	HeLa
6503	PL2	human	HeLa
6507	PL2	human	HAP1
6510	PL2	human	HAP1
6512	PL2	human	HAP1
6513	PL2	human	HAP1
6515	PL2	human	HAP1
6516	PL2	human	HAP1
6519	PL2	human	HAP1
6520	PL2	human	HeLa
6522	PL2	human	HAP1
6523	PL2	human	HeLa
6526	PL2	human	HeLa
6527	PL2	human	HeLa
6532	PL2	human	HeLa
6534	PL2	human	HAP1
6536	PL2	human	HAP1
6539	PL2	human	HAP1
6541	PL2	human	HeLa
6543	PL2	human	HAP1
6547	PL2	human	HeLa
6548	PL2	human	HeLa
6549	PL2	human	HAP1
6551	PL2	human	HAP1
6553	PL2	human	HAP1
6554	PL2	human	HAP1
6560	PL2	human	HAP1
6561	PL2	human	HeLa
6563	PL2	human	HeLa
6565	PL2	human	HeLa
6567	PL2	human	HeLa
6568	PL2	human	HeLa
6570	PL2	human	HAP1
6577	PL2	human	HeLa
6578	PL2	human	HAP1
6581	PL2	human	HeLa
6587	PL2	human	HAP1
6588	PL2	human	HeLa
6589	PL2	human	HeLa
6590	PL2	human	HeLa
6594	PL2	human	HeLa
6596	PL2	human	HeLa
6597	PL2	human	HeLa
6599	PL2	human	HeLa
6601	PL2	human	HeLa
6606	PL2	human	HAP1
6607	PL2	human	HAP1
6608	PL2	human	HeLa
6609	PL2	human	HeLa
6610	PL2	human	HAP1
6611	PL2	human	HeLa
6615	PL2	human	HeLa
6616	PL2	human	HeLa
6618	PL2	human	HAP1
6619	PL2	human	HeLa
6622	PL2	human	HAP1
6624	PL2	human	HeLa
6626	PL2	human	HeLa
6627	PL2	human	HAP1
6628	PL2	human	HeLa
6633	PL2	human	HeLa
6635	PL2	human	HAP1
6636	PL2	human	HeLa
6638	PL2	human	HAP1
6639	PL2	human	HAP1
6640	PL2	human	HeLa
6641	PL2	human	HeLa
6643	PL2	human	HeLa
6646	PL2	human	HeLa
6648	PL2	human	HAP1
6649	PL2	human	HAP1
6650	PL2	human	HeLa
6652	PL2	human	HeLa
6655	PL2	human	HeLa
6656	PL2	human	HeLa
6658	PL2	human	HeLa
6659	PL2	human	HeLa
6666	PL2	human	HeLa
6667	PL2	human	HeLa
6668	PL2	human	HeLa
6669	PL2	human	HAP1
6671	PL2	human	HeLa
6675	PL2	human	HAP1
6676	PL2	human	HAP1
6678	PL2	human	HAP1
6683	PL2	human	HeLa
6684	PL2	human	HAP1
6685	PL2	human	HeLa
6687	PL2	human	HeLa
6688	PL2	human	HeLa
6689	PL2	human	HAP1
6691	PL2	human	HeLa
6692	PL2	human	HeLa
6693	PL2	human	HeLa
6695	PL2	human	HAP1
6696	PL2	human	HeLa
6697	PL2	human	HeLa
6700	PL2	human	HeLa
6701	PL2	human	HeLa
6702	PL2	human	HAP1
6706	PL2	human	HAP1
6707	PL2	human	HAP1
6711	PL2	human	HeLa
6715	PL2	human	HeLa
6716	PL2	human	HAP1
6717	PL2	human	HAP1
6719	PL2	human	HAP1
6723	PL2	human	HeLa
6724	PL2	human	HeLa
6725	PL2	human	HAP1
6726	PL2	human	HeLa
6732	PL2	human	HeLa
6736	PL2	human	HeLa
6737	PL2	human	HeLa
6740	PL2	human	HeLa
6742	PL2	human	HeLa
6743	PL2	human	HeLa
6745	PL2	human	HeLa
6746	PL2	human	HeLa
6747	PL2	human	HAP1
6749	PL2	human	HeLa
6751	PL2	human	HeLa
6752	PL2	human	HAP1
6753	PL2	human	HeLa
6755	PL2	human	HeLa
6757	PL2	human	HAP1
6760	PL2	human	HAP1
6763	PL2	human	HeLa
6764	PL2	human	HAP1
6765	PL2	human	HeLa
6766	PL2	human	HeLa
6768	PL2	human	HAP1
6770	PL2	human	HeLa
6771	PL2	human	HeLa
6774	PL2	human	HAP1
6775	PL2	human	HeLa
6785	PL2	human	HeLa
6787	PL2	human	HeLa
6788	PL2	human	HAP1
6789	PL2	human	HAP1
6792	PL2	human	HeLa
6794	PL2	human	HeLa
6797	PL2	human	HeLa
6798	PL2	human	HeLa
6800	PL2	human	HeLa
6802	PL2	human	HAP1
6803	PL2	human	HeLa
6804	PL2	human	HeLa
6809	PL2	human	HeLa
6812	PL2	human	HeLa
6813	PL2	human	HeLa
6817	PL2	human	HeLa
6820	PL2	human	HeLa
6821	PL2	human	HeLa
6822	PL2	human	HAP1
6827	PL2	human	HAP1
6833	PL2	human	HAP1
6834	PL2	human	HAP1
6836	PL2	human	HeLa
6838	PL2	human	HAP1
6839	PL2	human	HeLa
6843	PL2	human	HAP1
6846	PL2	human	HeLa
6849	PL2	human	HeLa
6850	PL2	human	HeLa
6851	PL2	human	HeLa
6854	PL2	human	HeLa
6855	PL2	human	HeLa
6857	PL2	human	HeLa
6858	PL2	human	HeLa
6861	PL2	human	HeLa
6863	PL2	human	HeLa
6865	PL2	human	HeLa
6866	PL2	human	HeLa
6868	PL2	human	HeLa
6869	PL2	human	HAP1
6875	PL2	human	HeLa
6876	PL2	human	HeLa
6877	PL2	human	HeLa
6878	PL2	human	HAP1
6880	PL2	human	HeLa
6881	PL2	human	HeLa
6883	PL2	human	HeLa
6892	PL2	human	HeLa
6894	PL2	human	HAP1
6895	PL2	human	HeLa
6896	PL2	human	HeLa
6898	PL2	human	HeLa
6901	PL2	human	HAP1
6902	PL2	human	HeLa
6904	PL2	human	HeLa
6905	PL2	human	HeLa
6906	PL2	human	HeLa
6907	PL2	human	HeLa
6909	PL2	human	HeLa
6910	PL2	human	HAP1
6911	PL2	human	HeLa
6913	PL2	human	HAP1
6914	PL2	human	HAP1
6918	PL2	human	HAP1
6920	PL2	human	HeLa
6921	PL2	human	HeLa
6925	PL2	human	HeLa
6934	PL2	human	HeLa
6935	PL2	human	HeLa
6941	PL2	human	HAP1
6942	PL2	human	HAP1
6943	PL2	human	HeLa
6944	PL2	human	HeLa
6945	PL2	human	HeLa
6946	PL2	human	HAP1
6951	PL2	human	HAP1
6952	PL2	human	HeLa
6954	PL2	human	HAP1
6960	PL2	human	HeLa
6961	PL2	human	HeLa
6962	PL2	human	HAP1
6963	PL2	human	HAP1
6966	PL2	human	HeLa
6967	PL2	human	HAP1
6968	PL2	human	HeLa
6972	PL2	human	HeLa
6976	PL2	human	HeLa
6978	PL2	human	HAP1
6980	PL2	human	HAP1
6984	PL2	human	HeLa
6992	PL2	human	HAP1
6995	PL2	human	HAP1
6996	PL2	human	HeLa
6999	PL2	human	HeLa
7001	PL2	human	HeLa
7002	PL2	human	HeLa
7003	PL2	human	HAP1
7012	PL2	human	HeLa
7014	PL2	human	HAP1
7015	PL2	human	HeLa
7016	PL2	human	HeLa
7017	PL2	human	HAP1
7023	PL2	human	HAP1
7025	PL2	human	HeLa
7029	PL2	human	HeLa
7030	PL2	human	HeLa
7032	PL2	human	HeLa
7033	PL2	human	HeLa
7035	PL2	human	HeLa
7038	PL2	human	HeLa
7040	PL2	human	HeLa
7044	PL2	human	HeLa
7047	PL2	human	HAP1
7048	PL2	human	HAP1
7049	PL2	human	HeLa
7050	PL2	human	HeLa
7051	PL2	human	HAP1
7053	PL2	human	HeLa
7055	PL2	human	HAP1
7056	PL2	human	HeLa
7062	PL2	human	HAP1
7064	PL2	human	HAP1
7066	PL2	human	HeLa
7069	PL2	human	HeLa
7072	PL2	human	HeLa
7075	PL2	human	HeLa
7076	PL2	human	HAP1
7078	PL2	human	HeLa
7081	PL2	human	HeLa
7082	PL2	human	HAP1
7083	PL2	human	HAP1
7084	PL2	human	HeLa
7085	PL2	human	HeLa
7086	PL2	human	HeLa
7087	PL2	human	HeLa
7093	PL2	human	HeLa
7094	PL2	human	HeLa
7095	PL2	human	HeLa
7098	PL2	human	HeLa
7100	PL2	human	HAP1
7101	PL2	human	HAP1
7102	PL2	human	HeLa
7103	PL2	human	HAP1
7104	PL2	human	HAP1
7107	PL2	human	HeLa
7110	PL2	human	HAP1
7111	PL2	human	HeLa
7115	PL2	human	HeLa
7117	PL2	human	HeLa
7118	PL2	human	HeLa
7119	PL2	human	HAP1
7121	PL2	human	HeLa
7122	PL2	human	HAP1
7123	PL2	human	HAP1
7126	PL2	human	HAP1
7128	PL2	human	HeLa
7130	PL2	human	HeLa
7136	PL2	human	HAP1
7137	PL2	human	HAP1
7139	PL2	human	HAP1
7140	PL2	human	HAP1
7144	PL2	human	HeLa
7145	PL2	human	HAP1
7147	PL2	human	HAP1
7148	PL2	human	HeLa
7153	PL2	human	HeLa
7156	PL2	human	HeLa
7159	PL2	human	HeLa
7162	PL2	human	HAP1
7163	PL2	human	HeLa
7168	PL2	human	HAP1
7170	PL2	human	HAP1
7173	PL2	human	HeLa
7178	PL2	human	HeLa
7181	PL2	human	HeLa
7182	PL2	human	HAP1
7183	PL2	human	HeLa
7185	PL2	human	HeLa
7186	PL2	human	HeLa
7189	PL2	human	HeLa
7190	PL2	human	HAP1
7193	PL2	human	HeLa
7194	PL2	human	HAP1
7198	PL2	human	HAP1
7199	PL2	human	HAP1
7200	PL2	human	HeLa
7201	PL2	human	HAP1
7202	PL2	human	HeLa
7205	PL2	human	HeLa
7207	PL2	human	HeLa
7210	PL2	human	HeLa
7211	PL2	human	HAP1
7214	PL2	human	HeLa
7215	PL2	human	HAP1
7216	PL2	human	HAP1
7217	PL2	human	HeLa
7218	PL2	human	HeLa
7220	PL2	human	HeLa
7222	PL2	human	HeLa
7225	PL2	human	HeLa
7230	PL2	human	HeLa
7232	PL2	human	HAP1
7234	PL2	human	HAP1
7236	PL2	human	HeLa
7237	PL2	human	HAP1
7243	PL2	human	HAP1
7246	PL2	human	HeLa
7249	PL2	human	HeLa
7250	PL2	human	HeLa
7252	PL2	human	HAP1
7253	PL2	human	HeLa
7255	PL2	human	HAP1
7256	PL2	human	HAP1
7257	PL2	human	HeLa
7261	PL2	human	HeLa
7265	PL2	human	HeLa
7266	PL2	human	HeLa
7267	PL2	human	HeLa
7268	PL2	human	HeLa
7270	PL2	human	HeLa
7272	PL2	human	HeLa
7273	PL2	human	HeLa
7275	PL2	human	HeLa
7276	PL2	human	HeLa
7277	PL2	human	HAP1
7278	PL2	human	HeLa
7279	PL2	human	HeLa
7281	PL2	human	HeLa
7284	PL2	human	HAP1
7285	PL2	human	HAP1
7286	PL2	human	HAP1
7287	PL2	human	HAP1
7288	PL2	human	HeLa
7289	PL2	human	HAP1
7290	PL2	human	HeLa
7291	PL2	human	HAP1
7293	PL2	human	HeLa
7294	PL2	human	HeLa
7295	PL2	human	HAP1
7296	PL2	human	HAP1
7297	PL2	human	HeLa
7299	PL2	human	HAP1
7302	PL2	human	HeLa
7305	PL2	human	HAP1
7309	PL2	human	HeLa
7312	PL2	human	HeLa
7313	PL2	human	HeLa
7314	PL2	human	HeLa
7320	PL2	human	HAP1
7323	PL2	human	HAP1
7324	PL2	human	HAP1
7325	PL2	human	HeLa
7326	PL2	human	HeLa
7328	PL2	human	HeLa
7329	PL2	human	HAP1
7331	PL2	human	HAP1
7335	PL2	human	HeLa
7338	PL2	human	HAP1
7339	PL2	human	HeLa
7343	PL2	human	HAP1
7346	PL2	human	HAP1
7347	PL2	human	HAP1
7348	PL2	human	HeLa
7350	PL2	human	HAP1
7352	PL2	human	HAP1
7355	PL2	human	HeLa
7359	PL2	human	HeLa
7362	PL2	human	HeLa
7364	PL2	human	HeLa
7367	PL2	human	HAP1
7368	PL2	human	HeLa
7371	PL2	human	HeLa
7373	PL2	human	HeLa
7374	PL2	human	HAP1
7378	PL2	human	HeLa
7380	PL2	human	HeLa
7381	PL2	human	HeLa
7382	PL2	human	HeLa
7383	PL2	human	HeLa
7384	PL2	human	HeLa
7385	PL2	human	HeLa
7386	PL2	human	HeLa
7387	PL2	human	HAP1
7388	PL2	human	HeLa
7391	PL2	human	HeLa
7393	PL2	human	HAP1
7394	PL2	human	HAP1
7398	PL2	human	HAP1
7399	PL2	human	HAP1
7408	PL2	human	HAP1
7410	PL2	human	HAP1
7411	PL2	human	HeLa
7412	PL2	human	HAP1
7413	PL2	human	HAP1
7414	PL2	human	HeLa
7416	PL2	human	HeLa
7417	PL2	human	HeLa
7418	PL2	human	HeLa
7420	PL2	human	HAP1
7421	PL2	human	HAP1
7426	PL2	human	HeLa
7428	PL2	human	HeLa
7430	PL2	human	HAP1
7434	PL2	human	HAP1
7435	PL2	human	HAP1
7440	PL2	human	HeLa
7443	PL2	human	HAP1
7451	PL2	human	HeLa
7454	PL2	human	HeLa
7456	PL2	human	HeLa
7457	PL2	human	HeLa
7460	PL2	human	HAP1
7461	PL2	human	HeLa
7463	PL2	human	HAP1
7465	PL2	human	HeLa
7466	PL2	human	HAP1
7469	PL2	human	HAP1
7471	PL2	human	HeLa
7473	PL2	human	HAP1
7474	PL2	human	HeLa
7478	PL2	human	HeLa
7479	PL2	human	HAP1
7480	PL2	human	HeLa
7482	PL2	human	HAP1
7485	PL2	human	HeLa
7486	PL2	human	HAP1
7489	PL2	human	HAP1
7494	PL2	human	HeLa
7495	PL2	human	HeLa
7496	PL2	human	HeLa
7497	PL2	human	HeLa
7498	PL2	human	HAP1
7501	PL2	human	HeLa
7503	PL2	human	HAP1
7505	PL2	human	HeLa
7508	PL2	human	HAP1
7512	PL2	human	HAP1
7515	PL2	human	HeLa
7516	PL2	human	HAP1
7519	PL2	human	HAP1
7522	PL2	human	HeLa
7523	PL2	human	HeLa
7529	PL2	human	HeLa
7532	PL2	human	HeLa
7534	PL2	human	HeLa
7535	PL2	human	HeLa
7538	PL2	human	HeLa
7540	PL2	human	HAP1
7542	PL2	human	HAP1
7543	PL2	human	HAP1
7546	PL2	human	HeLa
7547	PL2	human	HeLa
7549	PL2	human	HeLa
7556	PL2	human	HeLa
7558	PL2	human	HeLa
7559	PL2	human	HeLa
7562	PL2	human	HeLa
7563	PL2	human	HeLa
7566	PL2	human	HAP1
7567	PL2	human	HeLa
7570	PL2	human	HeLa
7576	PL2	human	HAP1
7577	PL2	human	HeLa
7578	PL2	human	HeLa
7580	PL2	human	HeLa
7582	PL2	human	HeLa
7583	PL2	human	HAP1
7586	PL2	human	HAP1
7589	PL2	human	HeLa
7591	PL2	human	HAP1
7595	PL2	human	HeLa
7599	PL2	human	HeLa
7601	PL2	human	HeLa
7604	PL2	human	HAP1
7608	PL2	human	HeLa
7610	PL2	human	HeLa
7615	PL2	human	HAP1
7617	PL2	human	HAP1
7618	PL2	human	HAP1
7619	PL2	human	HeLa
7620	PL2	human	HeLa
7622	PL2	human	HeLa
7624	PL2	human	HeLa
7625	PL2	human	HeLa
7626	PL2	human	HeLa
7627	PL2	human	HAP1
7633	PL2	human	HAP1
7636	PL2	human	HAP1
7639	PL2	human	HAP1
7641	PL2	human	HAP1
7643	PL2	human	HeLa
7646	PL2	human	HeLa
7648	PL2	human	HAP1
7649	PL2	human	HeLa
7651	PL2	human	HeLa
7652	PL2	human	HeLa
7653	PL2	human	HeLa
7654	PL2	human	HeLa
7655	PL2	human	HAP1
7658	PL2	human	HeLa
7660	PL2	human	HAP1
7661	PL2	human	HeLa
7662	PL2	human	HeLa
7663	PL2	human	HAP1
7664	PL2	human	HeLa
7668	PL2	human	HeLa
7670	PL2	human	HeLa
7672	PL2	human	HeLa
7674	PL2	human	HeLa
7675	PL2	human	HAP1
7684	PL2	human	HAP1
7686	PL2	human	HeLa
7687	PL2	human	HAP1
7688	PL2	human	HeLa
7692	PL2	human	HeLa
7695	PL2	human	HeLa
